w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,w_tract,h_tract,h_county
060014007002006,060014087005006,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001408700,06001
060014007002006,060014090001021,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06001409000,06001
060014007002006,060014091001003,1,1,0,0,0,1,0,0,0,1,20230321,06001400700,06001409100,06001
060014007002006,060014099002003,1,1,0,0,0,1,0,0,0,1,20230321,06001400700,06001409900,06001
060014007002006,060014099002010,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001409900,06001
060014007002006,060014102001002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001410200,06001
060014007002006,060014103003000,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06001410300,06001
060014007002006,060014206002006,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001420600,06001
060014007002006,060014206002009,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001420600,06001
060014007002006,060014212002007,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06001421200,06001
060014007002006,060014213004004,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06001421300,06001
060014007002006,060014217001001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001421700,06001
060014007002006,060014217001016,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001421700,06001
060014007002006,060014218001006,1,0,0,1,1,0,0,0,0,1,20230321,06001400700,06001421800,06001
060014007002006,060014221001009,1,1,0,0,1,0,0,0,0,1,20230321,06001400700,06001422100,06001
060014007002006,060014222001016,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001422200,06001
060014007002006,060014222003007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001422200,06001
060014007002006,060014224004000,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001422400,06001
060014007002006,060014228001004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001422800,06001
060014007002006,060014228001012,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001422800,06001
060014007002006,060014231001012,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001423100,06001
060014007002006,060014231002001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001423100,06001
060014007002006,060014231003004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001423100,06001
060014007002006,060014233003000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001423300,06001
060014007002006,060014235003013,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001423500,06001
060014007002006,060014240011006,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001424001,06001
060014007002006,060014240012001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001424001,06001
060014007002006,060014240013000,1,1,0,0,1,0,0,0,0,1,20230321,06001400700,06001424001,06001
060014007002006,060014240014003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001424001,06001
060014007002006,060014240014008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001424001,06001
060014007002006,060014240021007,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06001424002,06001
060014007002006,060014251011001,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06001425101,06001
060014007002006,060014251021005,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001425102,06001
060014007002006,060014251031006,2,1,1,0,0,0,2,0,0,2,20230321,06001400700,06001425103,06001
060014007002006,060014251032005,2,0,2,0,0,0,2,0,0,2,20230321,06001400700,06001425103,06001
060014007002006,060014251041000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001425104,06001
060014007002006,060014251041010,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001425104,06001
060014007002006,060014251043001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001425104,06001
060014007002006,060014251045000,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001425104,06001
060014007002006,060014261004008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001426100,06001
060014007002006,060014262001009,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001426200,06001
060014007002006,060014272002005,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001427200,06001
060014007002006,060014272002010,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001427200,06001
060014007002006,060014272003008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001427200,06001
060014007002006,060014272004011,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06001427200,06001
060014007002006,060014279003008,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001427900,06001
060014007002006,060014280002005,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001428000,06001
060014007002006,060014280003002,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001428000,06001
060014007002006,060014283012003,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06001428301,06001
060014007002006,060014283021012,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001428302,06001
060014007002006,060014287001015,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001428700,06001
060014007002006,060014302004004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001430200,06001
060014007002006,060014306001000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001430600,06001
060014007002006,060014306001003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001430600,06001
060014007002006,060014307001002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001430700,06001
060014007002006,060014307002001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001430700,06001
060014007002006,060014307003001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001430700,06001
060014007002006,060014321001015,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001432100,06001
060014007002006,060014321003008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001432100,06001
060014007002006,060014322001004,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06001432200,06001
060014007002006,060014323003009,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001432300,06001
060014007002006,060014323003014,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001432300,06001
060014007002006,060014326012019,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06001432601,06001
060014007002006,060014326021003,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06001432602,06001
060014007002006,060014326023005,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06001432602,06001
060014007002006,060014333004006,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001433300,06001
060014007002006,060014334006016,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001433400,06001
060014007002006,060014335002008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001433500,06001
060014007002006,060014335003010,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001433500,06001
060014007002006,060014340001018,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001434000,06001
060014007002006,060014351021001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001435102,06001
060014007002006,060014354001022,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06001435400,06001
060014007002006,060014357004004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001435700,06001
060014007002006,060014376001004,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001437600,06001
060014007002006,060014382031040,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001438203,06001
060014007002006,060014401001024,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06001440100,06001
060014007002006,060014403072003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001440307,06001
060014007002006,060014413023002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001441302,06001
060014007002006,060014417011000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001441701,06001
060014007002006,060014417012002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001441701,06001
060014007002006,060014419242016,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001441924,06001
060014007002006,060014421003006,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001442100,06001
060014007002006,060014423012008,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001442301,06001
060014007002006,060014424002014,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001442400,06001
060014007002006,060014424002017,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001442400,06001
060014007002006,060014424004002,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001442400,06001
060014007002006,060014428001006,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001442800,06001
060014007002006,060014430011001,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001443001,06001
060014007002006,060014430021002,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001443002,06001
060014007002006,060014443042002,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06001444304,06001
060014007002006,060014501021036,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06001450102,06001
060014007002006,060014502002005,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001450200,06001
060014007002006,060014505021003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001450502,06001
060014007002006,060014505022010,2,0,2,0,0,0,2,0,0,2,20230321,06001400700,06001450502,06001
060014007002006,060014507421009,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001450742,06001
060014007002006,060014507461015,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001450746,06001
060014007002006,060014507521065,1,1,0,0,1,0,0,0,0,1,20230321,06001400700,06001450752,06001
060014007002006,060014511032003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001451103,06001
060014007002006,060014513002008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001451300,06001
060014007002006,060014516021010,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001451602,06001
060014007002006,060014517041011,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06001451704,06001
060014007002006,060070034002025,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06007003400,06007
060014007002006,060133032041016,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06013303204,06013
060014007002006,060133040012003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013304001,06013
060014007002006,060133040061049,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06013304006,06013
060014007002006,060133080014008,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06013308001,06013
060014007002006,060133180003017,1,1,0,0,0,1,0,0,0,1,20230321,06001400700,06013318000,06013
060014007002006,060133200011024,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013320001,06013
060014007002006,060133211021003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013321102,06013
060014007002006,060133211031001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013321103,06013
060014007002006,060133211032011,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013321103,06013
060014007002006,060133211033006,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013321103,06013
060014007002006,060133240041005,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013324004,06013
060014007002006,060133240042011,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013324004,06013
060014007002006,060133290001005,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013329000,06013
060014007002006,060133340012002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013334001,06013
060014007002006,060133340081002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013334008,06013
060014007002006,060133371002000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013337100,06013
060014007002006,060133381013007,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06013338101,06013
060014007002006,060133382032000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013338203,06013
060014007002006,060133382032006,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013338203,06013
060014007002006,060133382032007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013338203,06013
060014007002006,060133382033001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013338203,06013
060014007002006,060133382034004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013338203,06013
060014007002006,060133383023000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013338302,06013
060014007002006,060133390011004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013339001,06013
060014007002006,060133390041001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013339004,06013
060014007002006,060133400043014,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06013340004,06013
060014007002006,060133470002024,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06013347000,06013
060014007002006,060133500001006,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06013350000,06013
060014007002006,060133511013011,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06013351101,06013
060014007002006,060133521021002,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06013352102,06013
060014007002006,060133521022002,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06013352102,06013
060014007002006,060133521023001,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06013352102,06013
060014007002006,060133522013001,1,0,0,1,0,1,0,0,0,1,20230321,06001400700,06013352201,06013
060014007002006,060133530022000,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06013353002,06013
060014007002006,060133530023006,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06013353002,06013
060014007002006,060133540024012,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013354002,06013
060014007002006,060133551192003,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06013355119,06013
060014007002006,060133551201000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013355120,06013
060014007002006,060133551201009,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06013355120,06013
060014007002006,060133551212012,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013355121,06013
060014007002006,060133551221003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013355122,06013
060014007002006,060133552022006,1,1,0,0,0,1,0,0,0,1,20230321,06001400700,06013355202,06013
060014007002006,060133553022001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013355302,06013
060014007002006,060133553064000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013355306,06013
060014007002006,060133553081008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013355308,06013
060014007002006,060133560011004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013356001,06013
060014007002006,060133580002003,1,0,0,1,0,1,0,0,0,1,20230321,06001400700,06013358000,06013
060014007002006,060133591051007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013359105,06013
060014007002006,060133591052016,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013359105,06013
060014007002006,060133591052020,2,0,2,0,0,0,2,0,0,2,20230321,06001400700,06013359105,06013
060014007002006,060133630001000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013363000,06013
060014007002006,060133630002003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013363000,06013
060014007002006,060133650021000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013365002,06013
060014007002006,060133650022007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013365002,06013
060014007002006,060133650022010,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013365002,06013
060014007002006,060133671002002,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06013367100,06013
060014007002006,060133671003000,2,0,2,0,0,2,0,0,0,2,20230321,06001400700,06013367100,06013
060014007002006,060133760002005,1,1,0,0,0,1,0,0,0,1,20230321,06001400700,06013376000,06013
060014007002006,060133790003018,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06013379000,06013
060014007002006,060133820002008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013382000,06013
060014007002006,060133820003001,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06013382000,06013
060014007002006,060133830002009,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06013383000,06013
060014007002006,060133860001000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013386000,06013
060014007002006,060133870003001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013387000,06013
060014007002006,060133870003002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013387000,06013
060014007002006,060133902001003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013390200,06013
060014007002006,060133920002004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013392000,06013
060014007002006,060133923002004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06013392300,06013
060014007002006,060190044111009,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06019004411,06019
060014007002006,060190047042007,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06019004704,06019
060014007002006,060411031001011,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041103100,06041
060014007002006,060411031004005,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041103100,06041
060014007002006,060411042003004,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06041104200,06041
060014007002006,060411081001002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041108100,06041
060014007002006,060411081001010,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06041108100,06041
060014007002006,060411082023005,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041108202,06041
060014007002006,060411101002012,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041110100,06041
060014007002006,060411102001015,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06041110200,06041
060014007002006,060411110021008,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06041111002,06041
060014007002006,060411110022014,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06041111002,06041
060014007002006,060411110023010,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041111002,06041
060014007002006,060411150002001,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06041115000,06041
060014007002006,060411160001021,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041116000,06041
060014007002006,060411160002001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041116000,06041
060014007002006,060411160002008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041116000,06041
060014007002006,060411200011008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041120001,06041
060014007002006,060411200021007,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06041120002,06041
060014007002006,060411220001007,1,0,1,0,0,1,0,0,1,0,20230321,06001400700,06041122000,06041
060014007002006,060411250003007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041125000,06041
060014007002006,060411261002022,1,0,0,1,1,0,0,0,0,1,20230321,06001400700,06041126100,06041
060014007002006,060411281001000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041128100,06041
060014007002006,060411281001002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06041128100,06041
060014007002006,060411302013005,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06041130201,06041
060014007002006,060552007031024,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06055200703,06055
060014007002006,060552010072007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06055201007,06055
060014007002006,060670001001017,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06067000100,06067
060014007002006,060670028003030,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06067002800,06067
060014007002006,060670047011013,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06067004701,06067
060014007002006,060670074271008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06067007427,06067
060014007002006,060730083071003,1,0,0,1,1,0,0,0,0,1,20230321,06001400700,06073008307,06073
060014007002006,060730101104000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06073010110,06073
060014007002006,060730124023002,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06073012402,06073
060014007002006,060730200311005,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06073020031,06073
060014007002006,060750105002007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075010500,06075
060014007002006,060750109011007,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075010901,06075
060014007002006,060750111012001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075011101,06075
060014007002006,060750111013000,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075011101,06075
060014007002006,060750111013001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075011101,06075
060014007002006,060750111021001,2,0,2,0,0,0,2,0,0,2,20230321,06001400700,06075011102,06075
060014007002006,060750111022001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075011102,06075
060014007002006,060750119013000,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075011901,06075
060014007002006,060750129012004,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075012901,06075
060014007002006,060750134012004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075013401,06075
060014007002006,060750135001003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075013500,06075
060014007002006,060750135001006,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075013500,06075
060014007002006,060750153002006,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06075015300,06075
060014007002006,060750159004002,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075015900,06075
060014007002006,060750165001000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075016500,06075
060014007002006,060750168022005,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075016802,06075
060014007002006,060750169001001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075016900,06075
060014007002006,060750170004009,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075017000,06075
060014007002006,060750176021000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075017602,06075
060014007002006,060750202012004,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06075020201,06075
060014007002006,060750202021003,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06075020202,06075
060014007002006,060750202021005,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06075020202,06075
060014007002006,060750204024004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075020402,06075
060014007002006,060750206011003,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075020601,06075
060014007002006,060750210001006,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075021000,06075
060014007002006,060750213002001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075021300,06075
060014007002006,060750227041006,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075022704,06075
060014007002006,060750227041016,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075022704,06075
060014007002006,060750227042006,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06075022704,06075
060014007002006,060750301013002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075030101,06075
060014007002006,060750301021011,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075030102,06075
060014007002006,060750312021000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075031202,06075
060014007002006,060750312021001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075031202,06075
060014007002006,060750331004010,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06075033100,06075
060014007002006,060750401001003,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075040100,06075
060014007002006,060750426022004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075042602,06075
060014007002006,060750476004001,1,0,1,0,0,1,0,0,1,0,20230321,06001400700,06075047600,06075
060014007002006,060750607032001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06075060703,06075
060014007002006,060750610003008,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06075061000,06075
060014007002006,060759804011001,1,1,0,0,1,0,0,0,1,0,20230321,06001400700,06075980401,06075
060014007002006,060770031171011,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06077003117,06077
060014007002006,060770051193059,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06077005119,06077
060014007002006,060816006003010,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06081600600,06081
060014007002006,060816019012000,1,0,1,0,1,0,0,0,0,1,20230321,06001400700,06081601901,06081
060014007002006,060816023002064,1,0,0,1,0,1,0,0,0,1,20230321,06001400700,06081602300,06081
060014007002006,060816064004001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081606400,06081
060014007002006,060816071002003,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06081607100,06081
060014007002006,060816075001000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081607500,06081
060014007002006,060816075001004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081607500,06081
060014007002006,060816075001021,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081607500,06081
060014007002006,060816080011001,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06081608001,06081
060014007002006,060816082002004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081608200,06081
060014007002006,060816094002013,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081609400,06081
060014007002006,060816096031008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081609603,06081
060014007002006,060816100001000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081610000,06081
060014007002006,060816103035001,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06081610303,06081
060014007002006,060816103041014,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06081610304,06081
060014007002006,060816109021000,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06081610902,06081
060014007002006,060816110002019,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06081611000,06081
060014007002006,060816113003002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081611300,06081
060014007002006,060816119024007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081611902,06081
060014007002006,060816137012011,1,1,0,0,0,1,0,0,0,1,20230321,06001400700,06081613701,06081
060014007002006,060816139004008,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081613900,06081
060014007002006,060816140002001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081614000,06081
060014007002006,060816140002002,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081614000,06081
060014007002006,060819843001011,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06081984300,06081
060014007002006,060855033053013,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06085503305,06085
060014007002006,060855054032005,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06085505403,06085
060014007002006,060855054033015,1,1,0,0,0,0,1,0,0,1,20230321,06001400700,06085505403,06085
060014007002006,060855078083002,1,0,0,1,1,0,0,0,0,1,20230321,06001400700,06085507808,06085
060014007002006,060855079031007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06085507903,06085
060014007002006,060855079041001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06085507904,06085
060014007002006,060855079051001,1,0,0,1,0,0,1,0,0,1,20230321,06001400700,06085507905,06085
060014007002006,060855085032001,1,0,1,0,0,1,0,0,0,1,20230321,06001400700,06085508503,06085
060014007002006,060855088002007,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06085508800,06085
060014007002006,060855098022010,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06085509802,06085
060014007002006,060855113021001,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06085511302,06085
060014007002006,060855119141004,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06085511914,06085
060014007002006,060855119151000,1,0,1,0,0,0,1,0,0,1,20230321,06001400700,06085511915,06085
