NAME,median_household_income,total_population,total_enrollment,college_grad_enrollment,total_households,no_vehicle_owner,no_vehicle_renter,pop_in_labor_force_universe,in_labor_force,unemployed,total_housing_units,state,county,tract,block group,GEOID,student_population,pct_students,households_no_vehicle,pct_no_vehicle,unemployment_rate
"Block Group 4, Census Tract 4060, Alameda County, California",72500,1689,,,470,0,51,1181,720,39,514,06,001,406000,4,060014060004,,,51,10.85,5.42
"Block Group 1, Census Tract 4061, Alameda County, California",-666666666,995,,,404,7,60,933,482,45,465,06,001,406100,1,060014061001,,,67,16.58,9.34
"Block Group 2, Census Tract 4061, Alameda County, California",81250,755,,,192,3,0,689,366,28,212,06,001,406100,2,060014061002,,,3,1.56,7.65
"Block Group 3, Census Tract 4061, Alameda County, California",69423,1504,,,648,11,51,1328,1001,138,734,06,001,406100,3,060014061003,,,62,9.57,13.79
"Block Group 4, Census Tract 4061, Alameda County, California",53010,1818,,,422,0,42,1446,876,43,461,06,001,406100,4,060014061004,,,42,9.95,4.91
"Block Group 1, Census Tract 4062.01, Alameda County, California",64261,1576,,,477,0,82,1272,920,131,497,06,001,406201,1,060014062011,,,82,17.19,14.24
"Block Group 2, Census Tract 4062.01, Alameda County, California",37173,479,,,169,0,23,324,223,0,188,06,001,406201,2,060014062012,,,23,13.61,0.0
"Block Group 3, Census Tract 4062.01, Alameda County, California",42355,2002,,,589,0,98,1453,961,66,632,06,001,406201,3,060014062013,,,98,16.64,6.87
"Block Group 4, Census Tract 4062.01, Alameda County, California",56622,1077,,,316,0,60,755,471,30,316,06,001,406201,4,060014062014,,,60,18.99,6.37
"Block Group 1, Census Tract 4062.02, Alameda County, California",52125,1229,,,346,0,47,1020,551,0,399,06,001,406202,1,060014062021,,,47,13.58,0.0
"Block Group 2, Census Tract 4062.02, Alameda County, California",39702,1987,,,571,0,165,1483,755,88,597,06,001,406202,2,060014062022,,,165,28.9,11.66
"Block Group 3, Census Tract 4062.02, Alameda County, California",64716,1731,,,399,0,30,1314,783,0,435,06,001,406202,3,060014062023,,,30,7.52,0.0
"Block Group 1, Census Tract 4063, Alameda County, California",-666666666,1206,,,399,0,41,951,572,78,399,06,001,406300,1,060014063001,,,41,10.28,13.64
"Block Group 2, Census Tract 4063, Alameda County, California",55000,1099,,,284,6,13,801,495,29,309,06,001,406300,2,060014063002,,,19,6.69,5.86
"Block Group 3, Census Tract 4063, Alameda County, California",66912,1148,,,316,0,14,998,785,0,340,06,001,406300,3,060014063003,,,14,4.43,0.0
"Block Group 4, Census Tract 4063, Alameda County, California",-666666666,1104,,,345,0,7,791,605,22,380,06,001,406300,4,060014063004,,,7,2.03,3.64
"Block Group 1, Census Tract 4064, Alameda County, California",102321,510,,,185,4,40,504,247,4,214,06,001,406400,1,060014064001,,,44,23.78,1.62
"Block Group 2, Census Tract 4064, Alameda County, California",54464,2049,,,633,5,102,1543,793,30,651,06,001,406400,2,060014064002,,,107,16.9,3.78
"Block Group 1, Census Tract 4065, Alameda County, California",82656,2470,,,687,0,13,1879,1281,121,733,06,001,406500,1,060014065001,,,13,1.89,9.45
"Block Group 2, Census Tract 4065, Alameda County, California",103068,807,,,191,0,16,562,411,31,269,06,001,406500,2,060014065002,,,16,8.38,7.54
"Block Group 3, Census Tract 4065, Alameda County, California",47938,1829,,,545,8,77,1555,804,22,591,06,001,406500,3,060014065003,,,85,15.6,2.74
"Block Group 4, Census Tract 4065, Alameda County, California",40583,1236,,,459,24,54,1005,701,83,459,06,001,406500,4,060014065004,,,78,16.99,11.84
"Block Group 1, Census Tract 4066.01, Alameda County, California",-666666666,841,,,300,0,0,789,601,50,321,06,001,406601,1,060014066011,,,0,0.0,8.32
"Block Group 2, Census Tract 4066.01, Alameda County, California",61932,1585,,,585,0,24,1327,906,130,603,06,001,406601,2,060014066012,,,24,4.1,14.35
"Block Group 3, Census Tract 4066.01, Alameda County, California",97273,1321,,,494,0,0,1052,784,38,494,06,001,406601,3,060014066013,,,0,0.0,4.85
"Block Group 4, Census Tract 4066.01, Alameda County, California",40379,993,,,438,0,17,777,524,80,438,06,001,406601,4,060014066014,,,17,3.88,15.27
"Block Group 1, Census Tract 4066.02, Alameda County, California",77885,1269,,,438,0,48,990,704,73,467,06,001,406602,1,060014066021,,,48,10.96,10.37
"Block Group 2, Census Tract 4066.02, Alameda County, California",43750,1531,,,535,6,95,1171,715,86,563,06,001,406602,2,060014066022,,,101,18.88,12.03
"Block Group 1, Census Tract 4067, Alameda County, California",135179,1702,,,623,0,0,1389,881,23,672,06,001,406700,1,060014067001,,,0,0.0,2.61
"Block Group 2, Census Tract 4067, Alameda County, California",148684,472,,,188,0,0,345,250,0,188,06,001,406700,2,060014067002,,,0,0.0,0.0
"Block Group 3, Census Tract 4067, Alameda County, California",105221,2184,,,736,23,92,2056,1480,49,813,06,001,406700,3,060014067003,,,115,15.62,3.31
"Block Group 4, Census Tract 4067, Alameda County, California",147697,718,,,319,0,0,565,373,12,335,06,001,406700,4,060014067004,,,0,0.0,3.22
"Block Group 5, Census Tract 4067, Alameda County, California",157308,495,,,234,0,0,440,340,0,288,06,001,406700,5,060014067005,,,0,0.0,0.0
"Block Group 1, Census Tract 4068, Alameda County, California",179519,666,,,261,8,0,582,369,66,261,06,001,406800,1,060014068001,,,8,3.07,17.89
"Block Group 2, Census Tract 4068, Alameda County, California",115536,1071,,,341,0,0,810,545,31,372,06,001,406800,2,060014068002,,,0,0.0,5.69
"Block Group 3, Census Tract 4068, Alameda County, California",112969,1383,,,471,12,0,1006,775,32,558,06,001,406800,3,060014068003,,,12,2.55,4.13
"Block Group 4, Census Tract 4068, Alameda County, California",109444,805,,,300,12,24,706,485,29,331,06,001,406800,4,060014068004,,,36,12.0,5.98
"Block Group 1, Census Tract 4069, Alameda County, California",166765,685,,,242,8,0,517,454,6,242,06,001,406900,1,060014069001,,,8,3.31,1.32
"Block Group 2, Census Tract 4069, Alameda County, California",135882,1317,,,522,0,12,1088,640,14,595,06,001,406900,2,060014069002,,,12,2.3,2.19
"Block Group 3, Census Tract 4069, Alameda County, California",94591,1961,,,763,19,38,1688,1312,126,789,06,001,406900,3,060014069003,,,57,7.47,9.6
"Block Group 1, Census Tract 4070, Alameda County, California",51917,824,,,417,38,107,797,612,14,453,06,001,407000,1,060014070001,,,145,34.77,2.29
"Block Group 2, Census Tract 4070, Alameda County, California",81121,1832,,,618,0,42,1475,1030,36,637,06,001,407000,2,060014070002,,,42,6.8,3.5
"Block Group 3, Census Tract 4070, Alameda County, California",83984,1194,,,469,0,94,841,541,6,484,06,001,407000,3,060014070003,,,94,20.04,1.11
"Block Group 4, Census Tract 4070, Alameda County, California",75139,1720,,,373,0,0,1146,593,29,409,06,001,407000,4,060014070004,,,0,0.0,4.89
"Block Group 5, Census Tract 4070, Alameda County, California",167734,416,,,105,0,22,396,264,0,175,06,001,407000,5,060014070005,,,22,20.95,0.0
"Block Group 1, Census Tract 4071.01, Alameda County, California",43225,2765,,,755,0,101,2216,1336,131,755,06,001,407101,1,060014071011,,,101,13.38,9.81
"Block Group 2, Census Tract 4071.01, Alameda County, California",-666666666,1048,,,323,13,36,808,455,56,340,06,001,407101,2,060014071012,,,49,15.17,12.31
"Block Group 1, Census Tract 4071.02, Alameda County, California",56133,1159,,,465,26,96,799,550,47,543,06,001,407102,1,060014071021,,,122,26.24,8.55
"Block Group 2, Census Tract 4071.02, Alameda County, California",60341,862,,,255,16,0,745,300,17,262,06,001,407102,2,060014071022,,,16,6.27,5.67
"Block Group 3, Census Tract 4071.02, Alameda County, California",80556,1300,,,334,9,0,912,585,32,334,06,001,407102,3,060014071023,,,9,2.69,5.47
"Block Group 4, Census Tract 4071.02, Alameda County, California",140207,1016,,,309,0,130,937,544,11,309,06,001,407102,4,060014071024,,,130,42.07,2.02
"Block Group 1, Census Tract 4072, Alameda County, California",57841,1394,,,371,13,55,1011,712,58,371,06,001,407200,1,060014072001,,,68,18.33,8.15
"Block Group 2, Census Tract 4072, Alameda County, California",58173,1612,,,401,0,65,1051,811,153,418,06,001,407200,2,060014072002,,,65,16.21,18.87
"Block Group 3, Census Tract 4072, Alameda County, California",60408,1861,,,549,0,73,1573,1096,64,631,06,001,407200,3,060014072003,,,73,13.3,5.84
"Block Group 4, Census Tract 4072, Alameda County, California",43294,1953,,,575,31,135,1532,962,6,604,06,001,407200,4,060014072004,,,166,28.87,0.62
"Block Group 1, Census Tract 4073, Alameda County, California",63813,1473,,,365,15,20,1238,766,38,383,06,001,407300,1,060014073001,,,35,9.59,4.96
"Block Group 2, Census Tract 4073, Alameda County, California",70313,1011,,,305,0,0,848,581,120,376,06,001,407300,2,060014073002,,,0,0.0,20.65
"Block Group 1, Census Tract 4074, Alameda County, California",75688,2043,,,521,0,66,1608,800,93,562,06,001,407400,1,060014074001,,,66,12.67,11.62
"Block Group 2, Census Tract 4074, Alameda County, California",-666666666,1142,,,323,0,76,910,504,64,355,06,001,407400,2,060014074002,,,76,23.53,12.7
"Block Group 3, Census Tract 4074, Alameda County, California",36802,1064,,,386,0,44,716,505,49,423,06,001,407400,3,060014074003,,,44,11.4,9.7
"Block Group 1, Census Tract 4075, Alameda County, California",51464,784,,,219,0,0,680,394,18,259,06,001,407500,1,060014075001,,,0,0.0,4.57
"Block Group 2, Census Tract 4075, Alameda County, California",39643,2142,,,632,33,113,1372,1037,152,668,06,001,407500,2,060014075002,,,146,23.1,14.66
"Block Group 3, Census Tract 4075, Alameda County, California",36065,1239,,,465,46,127,902,406,33,480,06,001,407500,3,060014075003,,,173,37.2,8.13
"Block Group 1, Census Tract 4076, Alameda County, California",-666666666,1350,,,379,0,0,890,709,0,409,06,001,407600,1,060014076001,,,0,0.0,0.0
"Block Group 2, Census Tract 4076, Alameda County, California",76131,972,,,424,9,0,858,609,17,472,06,001,407600,2,060014076002,,,9,2.12,2.79
"Block Group 3, Census Tract 4076, Alameda County, California",79432,1223,,,402,0,23,876,560,23,402,06,001,407600,3,060014076003,,,23,5.72,4.11
"Block Group 4, Census Tract 4076, Alameda County, California",112880,1669,,,417,0,0,1517,941,40,437,06,001,407600,4,060014076004,,,0,0.0,4.25
"Block Group 5, Census Tract 4076, Alameda County, California",31292,1115,,,387,0,15,922,615,40,454,06,001,407600,5,060014076005,,,15,3.88,6.5
"Block Group 1, Census Tract 4077, Alameda County, California",86875,1150,,,534,19,8,982,675,35,603,06,001,407700,1,060014077001,,,27,5.06,5.19
"Block Group 2, Census Tract 4077, Alameda County, California",78654,988,,,328,1,0,837,543,34,345,06,001,407700,2,060014077002,,,1,0.3,6.26
"Block Group 3, Census Tract 4077, Alameda County, California",154609,1024,,,389,9,0,784,523,72,446,06,001,407700,3,060014077003,,,9,2.31,13.77
"Block Group 4, Census Tract 4077, Alameda County, California",108705,959,,,397,0,0,771,469,0,404,06,001,407700,4,060014077004,,,0,0.0,0.0
"Block Group 1, Census Tract 4078, Alameda County, California",76786,1059,,,346,0,16,805,557,19,358,06,001,407800,1,060014078001,,,16,4.62,3.41
"Block Group 2, Census Tract 4078, Alameda County, California",73676,1812,,,378,0,16,1594,858,62,397,06,001,407800,2,060014078002,,,16,4.23,7.23
"Block Group 1, Census Tract 4079, Alameda County, California",113125,757,,,334,0,0,642,327,14,393,06,001,407900,1,060014079001,,,0,0.0,4.28
"Block Group 2, Census Tract 4079, Alameda County, California",-666666666,771,,,355,0,0,564,516,0,371,06,001,407900,2,060014079002,,,0,0.0,0.0
"Block Group 3, Census Tract 4079, Alameda County, California",151691,1341,,,582,10,0,1038,802,14,633,06,001,407900,3,060014079003,,,10,1.72,1.75
"Block Group 1, Census Tract 4080, Alameda County, California",178750,737,,,299,13,0,558,329,56,299,06,001,408000,1,060014080001,,,13,4.35,17.02
"Block Group 2, Census Tract 4080, Alameda County, California",157604,2215,,,782,0,32,2022,1262,84,782,06,001,408000,2,060014080002,,,32,4.09,6.66
"Block Group 1, Census Tract 4081, Alameda County, California",198487,1359,,,543,0,0,1069,665,100,554,06,001,408100,1,060014081001,,,0,0.0,15.04
"Block Group 2, Census Tract 4081, Alameda County, California",95723,1126,,,603,13,0,1106,800,107,716,06,001,408100,2,060014081002,,,13,2.16,13.38
"Block Group 3, Census Tract 4081, Alameda County, California",139388,487,,,262,0,0,395,278,17,303,06,001,408100,3,060014081003,,,0,0.0,6.12
"Block Group 4, Census Tract 4081, Alameda County, California",93125,670,,,321,0,0,617,434,0,321,06,001,408100,4,060014081004,,,0,0.0,0.0
"Block Group 5, Census Tract 4081, Alameda County, California",184216,3340,,,1086,0,0,2592,1774,48,1086,06,001,408100,5,060014081005,,,0,0.0,2.71
"Block Group 1, Census Tract 4082, Alameda County, California",78816,1841,,,800,16,53,1605,1212,61,835,06,001,408200,1,060014082001,,,69,8.62,5.03
"Block Group 2, Census Tract 4082, Alameda County, California",74143,1991,,,754,16,183,1573,1059,102,773,06,001,408200,2,060014082002,,,199,26.39,9.63
"Block Group 3, Census Tract 4082, Alameda County, California",76701,1151,,,449,9,59,889,713,9,484,06,001,408200,3,060014082003,,,68,15.14,1.26
"Block Group 1, Census Tract 4083, Alameda County, California",88939,1449,,,534,0,17,1291,916,107,534,06,001,408300,1,060014083001,,,17,3.18,11.68
"Block Group 2, Census Tract 4083, Alameda County, California",146875,1140,,,413,0,0,1013,777,9,433,06,001,408300,2,060014083002,,,0,0.0,1.16
"Block Group 3, Census Tract 4083, Alameda County, California",103750,1060,,,444,30,0,874,631,83,477,06,001,408300,3,060014083003,,,30,6.76,13.15
"Block Group 4, Census Tract 4083, Alameda County, California",59023,721,,,247,0,20,506,357,64,271,06,001,408300,4,060014083004,,,20,8.1,17.93
"Block Group 5, Census Tract 4083, Alameda County, California",120833,838,,,256,7,50,749,366,39,256,06,001,408300,5,060014083005,,,57,22.27,10.66
"Block Group 1, Census Tract 4084, Alameda County, California",75288,1756,,,606,24,115,1514,1063,82,606,06,001,408400,1,060014084001,,,139,22.94,7.71
"Block Group 2, Census Tract 4084, Alameda County, California",65568,813,,,271,0,33,611,352,0,283,06,001,408400,2,060014084002,,,33,12.18,0.0
"Block Group 3, Census Tract 4084, Alameda County, California",46375,1256,,,428,47,71,1014,628,0,428,06,001,408400,3,060014084003,,,118,27.57,0.0
"Block Group 1, Census Tract 4085, Alameda County, California",61602,1178,,,311,30,17,853,637,0,350,06,001,408500,1,060014085001,,,47,15.11,0.0
"Block Group 2, Census Tract 4085, Alameda County, California",46098,1075,,,361,2,30,787,429,2,376,06,001,408500,2,060014085002,,,32,8.86,0.47
"Block Group 3, Census Tract 4085, Alameda County, California",43581,1100,,,372,0,57,819,533,46,372,06,001,408500,3,060014085003,,,57,15.32,8.63
"Block Group 4, Census Tract 4085, Alameda County, California",73750,1024,,,319,0,111,858,614,29,358,06,001,408500,4,060014085004,,,111,34.8,4.72
"Block Group 5, Census Tract 4085, Alameda County, California",92540,1592,,,327,0,49,1291,906,121,358,06,001,408500,5,060014085005,,,49,14.98,13.36
"Block Group 1, Census Tract 4086, Alameda County, California",44767,2227,,,837,0,93,1831,1223,44,875,06,001,408600,1,060014086001,,,93,11.11,3.6
"Block Group 2, Census Tract 4086, Alameda County, California",85357,2585,,,494,7,0,1907,1113,93,544,06,001,408600,2,060014086002,,,7,1.42,8.36
"Block Group 3, Census Tract 4086, Alameda County, California",51607,1608,,,365,0,28,1020,685,21,374,06,001,408600,3,060014086003,,,28,7.67,3.07
"Block Group 4, Census Tract 4086, Alameda County, California",78667,1051,,,300,0,9,864,617,57,323,06,001,408600,4,060014086004,,,9,3.0,9.24
"Block Group 1, Census Tract 4087, Alameda County, California",79519,856,,,375,0,53,743,487,78,394,06,001,408700,1,060014087001,,,53,14.13,16.02
"Block Group 2, Census Tract 4087, Alameda County, California",-666666666,2090,,,765,10,22,1369,736,28,825,06,001,408700,2,060014087002,,,32,4.18,3.8
"Block Group 3, Census Tract 4087, Alameda County, California",-666666666,2130,,,641,11,0,1643,925,64,669,06,001,408700,3,060014087003,,,11,1.72,6.92
"Block Group 4, Census Tract 4087, Alameda County, California",-666666666,627,,,158,0,33,479,270,0,158,06,001,408700,4,060014087004,,,33,20.89,0.0
"Block Group 5, Census Tract 4087, Alameda County, California",48250,820,,,275,0,51,676,447,32,329,06,001,408700,5,060014087005,,,51,18.55,7.16
"Block Group 6, Census Tract 4087, Alameda County, California",52727,1143,,,374,0,23,963,463,0,454,06,001,408700,6,060014087006,,,23,6.15,0.0
"Block Group 1, Census Tract 4088, Alameda County, California",76771,1306,,,298,0,40,854,541,27,298,06,001,408800,1,060014088001,,,40,13.42,4.99
"Block Group 2, Census Tract 4088, Alameda County, California",33010,2108,,,688,11,179,1279,840,39,688,06,001,408800,2,060014088002,,,190,27.62,4.64
"Block Group 3, Census Tract 4088, Alameda County, California",20774,1225,,,496,12,105,896,477,53,496,06,001,408800,3,060014088003,,,117,23.59,11.11
"Block Group 4, Census Tract 4088, Alameda County, California",48300,3049,,,820,28,140,2284,1459,100,839,06,001,408800,4,060014088004,,,168,20.49,6.85
"Block Group 1, Census Tract 4089, Alameda County, California",31944,1827,,,528,0,131,1357,805,43,552,06,001,408900,1,060014089001,,,131,24.81,5.34
"Block Group 2, Census Tract 4089, Alameda County, California",55577,2143,,,576,15,62,1648,1095,104,596,06,001,408900,2,060014089002,,,77,13.37,9.5
"Block Group 1, Census Tract 4090, Alameda County, California",85066,2841,,,619,0,47,2056,1410,34,619,06,001,409000,1,060014090001,,,47,7.59,2.41
"Block Group 2, Census Tract 4090, Alameda County, California",-666666666,0,,,0,0,0,0,0,0,0,06,001,409000,2,060014090002,,,0,,
"Block Group 3, Census Tract 4090, Alameda County, California",54500,1849,,,426,20,10,1302,801,68,480,06,001,409000,3,060014090003,,,30,7.04,8.49
"Block Group 1, Census Tract 4091, Alameda County, California",74875,1412,,,355,42,42,1189,807,16,391,06,001,409100,1,060014091001,,,84,23.66,1.98
"Block Group 2, Census Tract 4091, Alameda County, California",66011,1164,,,310,52,31,801,505,7,321,06,001,409100,2,060014091002,,,83,26.77,1.39
"Block Group 1, Census Tract 4092, Alameda County, California",65938,2019,,,641,23,18,1617,984,37,653,06,001,409200,1,060014092001,,,41,6.4,3.76
"Block Group 2, Census Tract 4092, Alameda County, California",57647,1489,,,388,0,47,1039,577,0,401,06,001,409200,2,060014092002,,,47,12.11,0.0
"Block Group 1, Census Tract 4093, Alameda County, California",39857,2319,,,639,0,23,1657,1177,0,658,06,001,409300,1,060014093001,,,23,3.6,0.0
"Block Group 2, Census Tract 4093, Alameda County, California",50000,1203,,,472,62,0,1088,509,60,486,06,001,409300,2,060014093002,,,62,13.14,11.79
"Block Group 3, Census Tract 4093, Alameda County, California",57601,1568,,,437,0,38,1257,707,89,457,06,001,409300,3,060014093003,,,38,8.7,12.59
"Block Group 4, Census Tract 4093, Alameda County, California",62000,371,,,164,0,0,286,212,0,188,06,001,409300,4,060014093004,,,0,0.0,0.0
"Block Group 1, Census Tract 4094, Alameda County, California",85741,1014,,,196,0,27,748,518,14,230,06,001,409400,1,060014094001,,,27,13.78,2.7
"Block Group 2, Census Tract 4094, Alameda County, California",42480,2352,,,701,13,30,1806,1118,81,732,06,001,409400,2,060014094002,,,43,6.13,7.25
"Block Group 3, Census Tract 4094, Alameda County, California",34737,1899,,,416,0,0,1245,783,7,416,06,001,409400,3,060014094003,,,0,0.0,0.89
"Block Group 1, Census Tract 4095, Alameda County, California",33587,1439,,,450,3,65,1029,659,74,468,06,001,409500,1,060014095001,,,68,15.11,11.23
"Block Group 2, Census Tract 4095, Alameda County, California",71250,1629,,,366,0,69,1187,611,35,411,06,001,409500,2,060014095002,,,69,18.85,5.73
"Block Group 3, Census Tract 4095, Alameda County, California",47930,1049,,,277,5,34,776,431,22,302,06,001,409500,3,060014095003,,,39,14.08,5.1
"Block Group 1, Census Tract 4096, Alameda County, California",-666666666,654,,,253,0,31,546,383,99,306,06,001,409600,1,060014096001,,,31,12.25,25.85
"Block Group 2, Census Tract 4096, Alameda County, California",-666666666,856,,,304,6,0,729,363,52,356,06,001,409600,2,060014096002,,,6,1.97,14.33
"Block Group 3, Census Tract 4096, Alameda County, California",54496,1073,,,323,0,22,692,457,0,345,06,001,409600,3,060014096003,,,22,6.81,0.0
"Block Group 4, Census Tract 4096, Alameda County, California",47011,923,,,313,0,78,832,298,0,345,06,001,409600,4,060014096004,,,78,24.92,0.0
"Block Group 5, Census Tract 4096, Alameda County, California",55383,1515,,,475,20,17,1189,864,119,475,06,001,409600,5,060014096005,,,37,7.79,13.77
"Block Group 1, Census Tract 4097, Alameda County, California",52500,1421,,,484,0,48,916,610,71,526,06,001,409700,1,060014097001,,,48,9.92,11.64
"Block Group 2, Census Tract 4097, Alameda County, California",54259,1648,,,516,0,85,1183,631,45,550,06,001,409700,2,060014097002,,,85,16.47,7.13
"Block Group 3, Census Tract 4097, Alameda County, California",29573,1362,,,376,0,110,886,357,21,376,06,001,409700,3,060014097003,,,110,29.26,5.88
"Block Group 4, Census Tract 4097, Alameda County, California",43485,786,,,262,11,51,659,473,0,321,06,001,409700,4,060014097004,,,62,23.66,0.0
"Block Group 1, Census Tract 4098, Alameda County, California",104167,719,,,288,8,0,625,437,21,288,06,001,409800,1,060014098001,,,8,2.78,4.81
"Block Group 2, Census Tract 4098, Alameda County, California",64148,1771,,,657,10,171,1524,1001,98,766,06,001,409800,2,060014098002,,,181,27.55,9.79
"Block Group 3, Census Tract 4098, Alameda County, California",153625,954,,,231,0,0,881,656,57,231,06,001,409800,3,060014098003,,,0,0.0,8.69
"Block Group 1, Census Tract 4099, Alameda County, California",127500,450,,,186,0,0,361,225,26,198,06,001,409900,1,060014099001,,,0,0.0,11.56
"Block Group 2, Census Tract 4099, Alameda County, California",169786,1086,,,356,0,0,938,681,0,377,06,001,409900,2,060014099002,,,0,0.0,0.0
"Block Group 3, Census Tract 4099, Alameda County, California",164457,1144,,,432,6,0,1026,553,20,475,06,001,409900,3,060014099003,,,6,1.39,3.62
"Block Group 4, Census Tract 4099, Alameda County, California",106875,1156,,,424,0,0,882,554,10,424,06,001,409900,4,060014099004,,,0,0.0,1.81
"Block Group 1, Census Tract 4100, Alameda County, California",141726,966,,,426,11,0,782,519,46,426,06,001,410000,1,060014100001,,,11,2.58,8.86
"Block Group 2, Census Tract 4100, Alameda County, California",109531,2243,,,794,28,0,1903,1086,72,794,06,001,410000,2,060014100002,,,28,3.53,6.63
"Block Group 3, Census Tract 4100, Alameda County, California",-666666666,0,,,0,0,0,0,0,0,0,06,001,410000,3,060014100003,,,0,,
"Block Group 1, Census Tract 4101, Alameda County, California",80865,1338,,,465,6,27,1078,674,27,488,06,001,410100,1,060014101001,,,33,7.1,4.01
"Block Group 2, Census Tract 4101, Alameda County, California",75259,1727,,,626,6,59,1429,837,70,634,06,001,410100,2,060014101002,,,65,10.38,8.36
"Block Group 1, Census Tract 4102, Alameda County, California",59375,1441,,,537,8,34,1116,608,0,563,06,001,410200,1,060014102001,,,42,7.82,0.0
"Block Group 2, Census Tract 4102, Alameda County, California",-666666666,968,,,279,10,49,759,621,81,295,06,001,410200,2,060014102002,,,59,21.15,13.04
"Block Group 3, Census Tract 4102, Alameda County, California",85227,875,,,280,6,0,677,435,0,299,06,001,410200,3,060014102003,,,6,2.14,0.0
"Block Group 1, Census Tract 4103, Alameda County, California",52727,895,,,218,0,16,633,447,46,227,06,001,410300,1,060014103001,,,16,7.34,10.29
"Block Group 2, Census Tract 4103, Alameda County, California",58750,1240,,,364,0,33,836,562,48,375,06,001,410300,2,060014103002,,,33,9.07,8.54
"Block Group 3, Census Tract 4103, Alameda County, California",53000,1653,,,446,7,14,1198,780,97,466,06,001,410300,3,060014103003,,,21,4.71,12.44
"Block Group 1, Census Tract 4104, Alameda County, California",79875,1125,,,330,0,20,847,637,51,348,06,001,410400,1,060014104001,,,20,6.06,8.01
"Block Group 2, Census Tract 4104, Alameda County, California",106050,1635,,,442,0,102,1473,730,49,455,06,001,410400,2,060014104002,,,102,23.08,6.71
"Block Group 3, Census Tract 4104, Alameda County, California",76518,1593,,,549,14,24,1286,979,61,581,06,001,410400,3,060014104003,,,38,6.92,6.23
"Block Group 1, Census Tract 4105, Alameda County, California",54327,1908,,,533,0,67,1458,991,73,543,06,001,410500,1,060014105001,,,67,12.57,7.37
"Block Group 2, Census Tract 4105, Alameda County, California",22560,945,,,400,14,166,668,361,127,434,06,001,410500,2,060014105002,,,180,45.0,35.18
"Block Group 1, Census Tract 4201, Alameda County, California",138542,911,,,336,0,45,736,522,16,336,06,001,420100,1,060014201001,,,45,13.39,3.07
"Block Group 2, Census Tract 4201, Alameda County, California",215118,1182,,,449,5,7,852,533,8,464,06,001,420100,2,060014201002,,,12,2.67,1.5
"Block Group 3, Census Tract 4201, Alameda County, California",143000,505,,,202,0,0,373,273,25,202,06,001,420100,3,060014201003,,,0,0.0,9.16
"Block Group 1, Census Tract 4202, Alameda County, California",140066,1763,,,676,12,35,1384,1109,29,676,06,001,420200,1,060014202001,,,47,6.95,2.61
"Block Group 2, Census Tract 4202, Alameda County, California",88750,591,,,255,0,45,503,316,7,261,06,001,420200,2,060014202002,,,45,17.65,2.22
"Block Group 3, Census Tract 4202, Alameda County, California",106979,921,,,349,0,6,712,474,7,401,06,001,420200,3,060014202003,,,6,1.72,1.48
"Block Group 1, Census Tract 4203.01, Alameda County, California",106905,2730,,,1098,11,0,2173,1475,53,1109,06,001,420301,1,060014203011,,,11,1.0,3.59
"Block Group 1, Census Tract 4203.02, Alameda County, California",83500,1656,,,608,0,43,1221,872,18,645,06,001,420302,1,060014203021,,,43,7.07,2.06
"Block Group 2, Census Tract 4203.02, Alameda County, California",102344,837,,,320,0,22,601,401,12,320,06,001,420302,2,060014203022,,,22,6.88,2.99
"Block Group 1, Census Tract 4204.01, Alameda County, California",76429,540,,,182,0,26,383,272,0,182,06,001,420401,1,060014204011,,,26,14.29,0.0
"Block Group 2, Census Tract 4204.01, Alameda County, California",62396,590,,,227,0,57,401,203,0,276,06,001,420401,2,060014204012,,,57,25.11,0.0
"Block Group 1, Census Tract 4204.02, Alameda County, California",90560,741,,,295,0,64,594,428,14,323,06,001,420402,1,060014204021,,,64,21.69,3.27
"Block Group 2, Census Tract 4204.02, Alameda County, California",53300,1005,,,376,0,48,783,483,21,391,06,001,420402,2,060014204022,,,48,12.77,4.35
"Block Group 1, Census Tract 4205, Alameda County, California",137717,920,,,374,12,22,712,484,12,405,06,001,420500,1,060014205001,,,34,9.09,2.48
"Block Group 2, Census Tract 4205, Alameda County, California",108214,1509,,,562,0,58,1099,809,21,583,06,001,420500,2,060014205002,,,58,10.32,2.6
"Block Group 1, Census Tract 4206, Alameda County, California",225250,1086,,,415,0,0,913,630,36,426,06,001,420600,1,060014206001,,,0,0.0,5.71
"Block Group 2, Census Tract 4206, Alameda County, California",205125,1373,,,437,10,0,964,641,30,437,06,001,420600,2,060014206002,,,10,2.29,4.68
"Block Group 3, Census Tract 4206, Alameda County, California",102038,1098,,,425,8,8,869,566,5,457,06,001,420600,3,060014206003,,,16,3.76,0.88
"Block Group 1, Census Tract 4211, Alameda County, California",187969,813,,,293,0,0,672,439,44,293,06,001,421100,1,060014211001,,,0,0.0,10.02
"Block Group 2, Census Tract 4211, Alameda County, California",229167,1258,,,514,14,20,1108,730,29,538,06,001,421100,2,060014211002,,,34,6.61,3.97
"Block Group 1, Census Tract 4212, Alameda County, California",250001,767,,,316,0,6,683,405,6,318,06,001,421200,1,060014212001,,,6,1.9,1.48
"Block Group 2, Census Tract 4212, Alameda County, California",250001,1533,,,486,0,13,1253,737,62,486,06,001,421200,2,060014212002,,,13,2.67,8.41
"Block Group 3, Census Tract 4212, Alameda County, California",240234,606,,,271,0,0,523,297,0,271,06,001,421200,3,060014212003,,,0,0.0,0.0
